key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
cytisophyllum sessilifolium,1,1,1,1,1,Cytisophyllum sessilifolium,accepted,wfo-0000213268,Cytisophyllum sessilifolium,Fabaceae,Cytisophyllum,species,FALSE,FALSE,TRUE,single_accepted_id
cytisus austriacus,1,1,1,1,1,Cytisus austriacus,synonym,wfo-0000213643,Chamaecytisus austriacus,Fabaceae,Chamaecytisus,species,TRUE,TRUE,FALSE,single_accepted_id
cytisus scoparius,1,1,1,1,1,Cytisus scoparius,accepted,wfo-0000213711,Cytisus scoparius,Fabaceae,Cytisus,species,TRUE,TRUE,TRUE,single_accepted_id
cytisus striatus,1,1,1,1,1,Cytisus striatus,accepted,wfo-0000213301,Cytisus striatus,Fabaceae,Cytisus,species,FALSE,FALSE,TRUE,single_accepted_id
cytisus striatus subsp. striatus,1,1,1,1,1,Cytisus striatus subsp. striatus,accepted,wfo-0001445562,Cytisus striatus subsp. striatus,Fabaceae,Cytisus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
dacrycarpus dacrydioides,1,1,1,1,1,Dacrycarpus dacrydioides,accepted,wfo-0000636634,Dacrycarpus dacrydioides,Podocarpaceae,Dacrycarpus,species,TRUE,TRUE,TRUE,single_accepted_id
dahlia pinnata,1,1,1,1,1,Dahlia pinnata,accepted,wfo-0000064103,Dahlia pinnata,Asteraceae,Dahlia,species,TRUE,TRUE,TRUE,single_accepted_id
dahlia tenuicaulis,1,1,1,1,1,Dahlia tenuicaulis,accepted,wfo-0000018447,Dahlia tenuicaulis,Asteraceae,Dahlia,species,TRUE,TRUE,TRUE,single_accepted_id
dahlia variabilis,2,2,1,1,1,Dahlia variabilis,synonym | unchecked,wfo-0000064103,Dahlia pinnata,Asteraceae,Dahlia,species,TRUE,TRUE,FALSE,single_accepted_id
dahlstedtia araripensis,1,1,1,1,1,Dahlstedtia araripensis,accepted,wfo-0001317444,Dahlstedtia araripensis,Fabaceae,Dahlstedtia,species,FALSE,FALSE,TRUE,single_accepted_id
dahlstedtia pinnata,1,1,1,1,1,Dahlstedtia pinnata,accepted,wfo-0000168982,Dahlstedtia pinnata,Fabaceae,Dahlstedtia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia,1,1,1,1,1,Dalbergia,accepted,wfo-4000010678,Dalbergia,Fabaceae,Dalbergia,genus,TRUE,TRUE,TRUE,single_accepted_id
dalbergia assamica,1,1,1,1,1,Dalbergia assamica,accepted,wfo-0000197964,Dalbergia assamica,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia baronii,1,1,1,1,1,Dalbergia baronii,accepted,wfo-0000197986,Dalbergia baronii,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia candenatensis,1,1,1,1,1,Dalbergia candenatensis,accepted,wfo-0000194807,Dalbergia candenatensis,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia cearensis,1,1,1,1,1,Dalbergia cearensis,accepted,wfo-0000168991,Dalbergia cearensis,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia cochinchinensis,2,2,1,1,1,Dalbergia cochinchinensis,accepted | synonym,wfo-0000199943,Dalbergia cochinchinensis,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia coromandeliana,1,1,1,1,1,Dalbergia coromandeliana,accepted,wfo-0000204440,Dalbergia coromandeliana,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia cultrata,2,2,1,1,1,Dalbergia cultrata,accepted | unchecked,wfo-0000199944,Dalbergia cultrata,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia decipularis,1,1,1,1,1,Dalbergia decipularis,accepted,wfo-0000173750,Dalbergia decipularis,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia ecastaphyllum,1,1,1,1,1,Dalbergia ecastaphyllum,accepted,wfo-0000172030,Dalbergia ecastaphyllum,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia frutescens,1,1,1,1,1,Dalbergia frutescens,accepted,wfo-0000169003,Dalbergia frutescens,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia horrida,2,2,1,1,1,Dalbergia horrida,accepted | unchecked,wfo-0000199960,Dalbergia horrida,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia horrida var. horrida,1,1,1,1,1,Dalbergia horrida var. horrida,accepted,wfo-0000199962,Dalbergia horrida var. horrida,Fabaceae,Dalbergia,variety,FALSE,FALSE,TRUE,single_accepted_id
dalbergia hupeana,1,1,1,1,1,Dalbergia hupeana,accepted,wfo-0000194809,Dalbergia hupeana,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia inundata,1,1,1,1,1,Dalbergia inundata,accepted,wfo-0000169014,Dalbergia inundata,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia latifolia,1,1,1,1,1,Dalbergia latifolia,accepted,wfo-0000172240,Dalbergia latifolia,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia louvelii,1,1,1,1,1,Dalbergia louvelii,accepted,wfo-0000196181,Dalbergia louvelii,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia malabarica,1,1,1,1,1,Dalbergia malabarica,accepted,wfo-0000204457,Dalbergia malabarica,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia melanoxylon,1,1,1,1,1,Dalbergia melanoxylon,accepted,wfo-0000172325,Dalbergia melanoxylon,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia mimosella,1,1,1,1,1,Dalbergia mimosella,accepted,wfo-0000205944,Dalbergia mimosella,Fabaceae,Dalbergia,species,FALSE,FALSE,TRUE,single_accepted_id
dalbergia miscolobium,1,1,1,1,1,Dalbergia miscolobium,accepted,wfo-0000170461,Dalbergia miscolobium,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia monetaria,1,1,1,1,1,Dalbergia monetaria,accepted,wfo-0000170462,Dalbergia monetaria,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia nigra,1,1,1,1,1,Dalbergia nigra,accepted,wfo-0000170463,Dalbergia nigra,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia nitidula,1,1,1,1,1,Dalbergia nitidula,accepted,wfo-0000172371,Dalbergia nitidula,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia odorifera,1,1,1,1,1,Dalbergia odorifera,accepted,wfo-0000194810,Dalbergia odorifera,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia oliveri,1,1,1,1,1,Dalbergia oliveri,accepted,wfo-0000199984,Dalbergia oliveri,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia parviflora,1,1,1,1,1,Dalbergia parviflora,accepted,wfo-0000185087,Dalbergia parviflora,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia pervillei,1,1,1,1,1,Dalbergia pervillei,accepted,wfo-0000196202,Dalbergia pervillei,Fabaceae,Dalbergia,species,FALSE,FALSE,TRUE,single_accepted_id
dalbergia riparia,1,1,1,1,1,Dalbergia riparia,accepted,wfo-0000170464,Dalbergia riparia,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia sissoo,2,2,1,1,1,Dalbergia sissoo,accepted | unchecked,wfo-0000172499,Dalbergia sissoo,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia spinosa,2,2,1,1,1,Dalbergia spinosa,synonym | unchecked,wfo-0000199962,Dalbergia horrida var. horrida,Fabaceae,Dalbergia,variety,TRUE,TRUE,FALSE,single_accepted_id
dalbergia spruceana,1,1,1,1,1,Dalbergia spruceana,accepted,wfo-0000182181,Dalbergia spruceana,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia stevensonii,1,1,1,1,1,Dalbergia stevensonii,accepted,wfo-0000169029,Dalbergia stevensonii,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalbergia stipulacea,1,1,1,1,1,Dalbergia stipulacea,accepted,wfo-0000185857,Dalbergia stipulacea,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,single_accepted_id
dalea aurea,1,1,1,1,1,Dalea aurea,accepted,wfo-0000169036,Dalea aurea,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,single_accepted_id
dalea boliviana,1,1,1,1,1,Dalea boliviana,accepted,wfo-0000182157,Dalea boliviana,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,single_accepted_id
dalea cliffortiana,1,1,1,1,1,Dalea cliffortiana,accepted,wfo-0000169045,Dalea cliffortiana,Fabaceae,Dalea,species,FALSE,FALSE,TRUE,single_accepted_id
dalea filiciformis,2,2,1,1,1,Dalea filiciformis,synonym | unchecked,wfo-1000064738,Marina filiciformis,Fabaceae,Marina,species,TRUE,TRUE,FALSE,single_accepted_id
dalea purpurea,1,1,1,1,1,Dalea purpurea,accepted,wfo-0000169115,Dalea purpurea,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,single_accepted_id
dalea scandens,1,1,1,1,1,Dalea scandens,accepted,wfo-0000169124,Dalea scandens,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,single_accepted_id
dalea versicolor,1,1,1,1,1,Dalea versicolor,accepted,wfo-0000170205,Dalea versicolor,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,single_accepted_id
dalenia magnibracteata,1,1,1,1,1,Dalenia magnibracteata,accepted,wfo-1000026669,Dalenia magnibracteata,Melastomataceae,Dalenia,species,FALSE,FALSE,TRUE,single_accepted_id
daphne acutiloba,1,1,1,1,1,Daphne acutiloba,accepted,wfo-0000637436,Daphne acutiloba,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne aurantiaca,1,1,1,1,1,Daphne aurantiaca,accepted,wfo-0000637474,Daphne aurantiaca,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne feddei,1,1,1,1,1,Daphne feddei,accepted,wfo-0000637596,Daphne feddei,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne genkwa,1,1,1,1,1,Daphne genkwa,accepted,wfo-0000637613,Daphne genkwa,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne giraldii,1,1,1,1,1,Daphne giraldii,accepted,wfo-0000637616,Daphne giraldii,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne holosericea,1,1,1,1,1,Daphne holosericea,accepted,wfo-0000637646,Daphne holosericea,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne mezereum,1,1,1,1,1,Daphne mezereum,accepted,wfo-0000637755,Daphne mezereum,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne odora,1,1,1,1,1,Daphne odora,accepted,wfo-0000637782,Daphne odora,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne papyracea,1,1,1,1,1,Daphne papyracea,accepted,wfo-0000637816,Daphne papyracea,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphne pedunculata,1,1,1,1,1,Daphne pedunculata,accepted,wfo-0000637831,Daphne pedunculata,Thymelaeaceae,Daphne,species,TRUE,TRUE,TRUE,single_accepted_id
daphniphyllum himalayense,1,1,1,1,1,Daphniphyllum himalayense,accepted,wfo-0000937739,Daphniphyllum himalayense,Daphniphyllaceae,Daphniphyllum,species,TRUE,TRUE,TRUE,single_accepted_id
dasiphora fruticosa,1,1,1,1,1,Dasiphora fruticosa,accepted,wfo-0001017396,Dasiphora fruticosa,Rosaceae,Dasiphora,species,TRUE,TRUE,TRUE,single_accepted_id
daucus carota,1,1,1,1,1,Daucus carota,accepted,wfo-0000638442,Daucus carota,Apiaceae,Daucus,species,TRUE,TRUE,TRUE,single_accepted_id
davallia bullata,2,2,1,1,1,Davallia bullata,accepted | synonym,wfo-0001124797,Davallia bullata,Davalliaceae,Davallia,species,TRUE,TRUE,TRUE,single_accepted_id
davallia mariesii,1,1,1,1,1,Davallia mariesii,synonym,wfo-0001124797,Davallia bullata,Davalliaceae,Davallia,species,TRUE,TRUE,FALSE,single_accepted_id
decaspermum blancoi,1,1,1,1,1,Decaspermum blancoi,accepted,wfo-0000937986,Decaspermum blancoi,Myrtaceae,Decaspermum,species,FALSE,FALSE,TRUE,single_accepted_id
deguelia amazonica,1,1,1,1,1,Deguelia amazonica,accepted,wfo-0000173321,Deguelia amazonica,Fabaceae,Deguelia,species,FALSE,FALSE,TRUE,single_accepted_id
deguelia hatschbachii,1,1,1,1,1,Deguelia hatschbachii,accepted,wfo-0001253332,Deguelia hatschbachii,Fabaceae,Deguelia,species,TRUE,TRUE,TRUE,single_accepted_id
deguelia nitidula,1,1,1,1,1,Deguelia nitidula,accepted,wfo-0001340818,Deguelia nitidula,Fabaceae,Deguelia,species,FALSE,FALSE,TRUE,single_accepted_id
deguelia rariflora,1,1,1,1,1,Deguelia rariflora,accepted,wfo-0000186707,Deguelia rariflora,Fabaceae,Deguelia,species,TRUE,TRUE,TRUE,single_accepted_id
deguelia rufescens,1,1,1,1,1,Deguelia rufescens,accepted,wfo-0001423602,Deguelia rufescens,Fabaceae,Deguelia,species,TRUE,TRUE,TRUE,single_accepted_id
deguelia scandens,1,1,1,1,1,Deguelia scandens,accepted,wfo-0000182170,Deguelia scandens,Fabaceae,Deguelia,species,TRUE,TRUE,TRUE,single_accepted_id
deguelia spruceana,1,1,1,1,1,Deguelia spruceana,accepted,wfo-0000186771,Deguelia spruceana,Fabaceae,Deguelia,species,TRUE,TRUE,TRUE,single_accepted_id
deguelia utilis,1,1,1,1,1,Deguelia utilis,accepted,wfo-0001286043,Deguelia utilis,Fabaceae,Deguelia,species,FALSE,FALSE,TRUE,single_accepted_id
deinandra arida,1,1,1,1,1,Deinandra arida,accepted,wfo-0000114451,Deinandra arida,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra corymbosa,1,1,1,1,1,Deinandra corymbosa,accepted,wfo-0000036297,Deinandra corymbosa,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra greeneana,1,1,1,1,1,Deinandra greeneana,accepted,wfo-0000006775,Deinandra greeneana,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra halliana,1,1,1,1,1,Deinandra halliana,accepted,wfo-0000089128,Deinandra halliana,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra increscens,1,1,1,1,1,Deinandra increscens,accepted,wfo-0000059006,Deinandra increscens,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra kelloggii,1,1,1,1,1,Deinandra kelloggii,accepted,wfo-0000114541,Deinandra kelloggii,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra lobbii,1,1,1,1,1,Deinandra lobbii,accepted,wfo-0000030097,Deinandra lobbii,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra minthornii,1,1,1,1,1,Deinandra minthornii,accepted,wfo-0000030419,Deinandra minthornii,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra pallida,1,1,1,1,1,Deinandra pallida,accepted,wfo-0000014573,Deinandra pallida,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra paniculata,1,1,1,1,1,Deinandra paniculata,accepted,wfo-0000044476,Deinandra paniculata,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra pentactis,1,1,1,1,1,Deinandra pentactis,accepted,wfo-0000021878,Deinandra pentactis,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
deinandra streetsii,1,1,1,1,1,Deinandra streetsii,accepted,wfo-0000002524,Deinandra streetsii,Asteraceae,Deinandra,species,TRUE,TRUE,TRUE,single_accepted_id
delavaya toxocarpa,1,1,1,1,1,Delavaya toxocarpa,accepted,wfo-0000639405,Delavaya toxocarpa,Sapindaceae,Delavaya,species,TRUE,TRUE,TRUE,single_accepted_id
dendranthema indicum,1,1,1,1,1,Dendranthema indicum,synonym,wfo-0000041005,Chrysanthemum indicum,Asteraceae,Chrysanthemum,species,TRUE,TRUE,FALSE,single_accepted_id
dendrobium densiflorum,1,1,1,1,1,Dendrobium densiflorum,accepted,wfo-0000938987,Dendrobium densiflorum,Orchidaceae,Dendrobium,species,TRUE,TRUE,TRUE,single_accepted_id
dendrobium loddigesii,1,1,1,1,1,Dendrobium loddigesii,accepted,wfo-0000939702,Dendrobium loddigesii,Orchidaceae,Dendrobium,species,TRUE,TRUE,TRUE,single_accepted_id
dendrobium moniliforme,1,1,1,1,1,Dendrobium moniliforme,accepted,wfo-0000939888,Dendrobium moniliforme,Orchidaceae,Dendrobium,species,FALSE,FALSE,TRUE,single_accepted_id
dendrolobium lanceolatum,1,1,1,1,1,Dendrolobium lanceolatum,accepted,wfo-0000197603,Dendrolobium lanceolatum,Fabaceae,Dendrolobium,species,TRUE,TRUE,TRUE,single_accepted_id
dendroviguiera quinqueradiata,1,1,1,1,1,Dendroviguiera quinqueradiata,synonym,wfo-0000072831,Viguiera quinqueradiata,Asteraceae,Viguiera,species,TRUE,TRUE,FALSE,single_accepted_id
dennstaedtia zeylanica,1,1,1,1,1,Dennstaedtia zeylanica,synonym,wfo-1000044503,Sitobolium zeylanicum,Dennstaedtiaceae,Sitobolium,species,FALSE,TRUE,FALSE,single_accepted_id
dermatophyllum arizonicum,1,1,1,1,1,Dermatophyllum arizonicum,accepted,wfo-0001042781,Dermatophyllum arizonicum,Fabaceae,Dermatophyllum,species,TRUE,TRUE,TRUE,single_accepted_id
dermatophyllum gypsophilum,1,1,1,1,1,Dermatophyllum gypsophilum,accepted,wfo-0001042782,Dermatophyllum gypsophilum,Fabaceae,Dermatophyllum,species,TRUE,TRUE,TRUE,single_accepted_id
dermatophyllum secundiflorum,1,1,1,1,1,Dermatophyllum secundiflorum,accepted,wfo-0001042783,Dermatophyllum secundiflorum,Fabaceae,Dermatophyllum,species,TRUE,TRUE,TRUE,single_accepted_id
derris,1,1,1,1,1,Derris,accepted,wfo-4000011178,Derris,Fabaceae,Derris,genus,TRUE,TRUE,TRUE,single_accepted_id
derris canarensis,1,1,1,1,1,Derris canarensis,accepted,wfo-0000185931,Derris canarensis,Fabaceae,Derris,species,FALSE,FALSE,TRUE,single_accepted_id
derris cuneifolia,1,1,1,1,1,Derris cuneifolia,accepted,wfo-0000185928,Derris cuneifolia,Fabaceae,Derris,species,FALSE,FALSE,TRUE,single_accepted_id
derris elliptica,1,1,1,1,1,Derris elliptica,accepted,wfo-0000186905,Derris elliptica,Fabaceae,Derris,species,TRUE,TRUE,TRUE,single_accepted_id
derris hainesiana,1,1,1,1,1,Derris hainesiana,accepted,wfo-0000186506,Derris hainesiana,Fabaceae,Derris,species,TRUE,TRUE,TRUE,single_accepted_id
derris malaccensis,1,1,1,1,1,Derris malaccensis,synonym,wfo-0000206771,Derris montana,Fabaceae,Derris,species,TRUE,TRUE,FALSE,single_accepted_id
derris montana,1,1,1,1,1,Derris montana,accepted,wfo-0000206771,Derris montana,Fabaceae,Derris,species,FALSE,FALSE,TRUE,single_accepted_id
derris ovalifolia,1,1,1,1,1,Derris ovalifolia,accepted,wfo-0000205317,Derris ovalifolia,Fabaceae,Derris,species,TRUE,TRUE,TRUE,single_accepted_id
derris reticulata,1,1,1,1,1,Derris reticulata,accepted,wfo-0000200311,Derris reticulata,Fabaceae,Derris,species,TRUE,TRUE,TRUE,single_accepted_id
derris robusta,1,1,1,1,1,Derris robusta,synonym,wfo-0000205323,Brachypterum robustum,Fabaceae,Brachypterum,species,TRUE,TRUE,FALSE,single_accepted_id
derris taiwaniana,1,1,1,1,1,Derris taiwaniana,accepted,wfo-1200008664,Derris taiwaniana,Fabaceae,Derris,species,FALSE,FALSE,TRUE,single_accepted_id
derris trifoliata,1,1,1,1,1,Derris trifoliata,accepted,wfo-0000198908,Derris trifoliata,Fabaceae,Derris,species,TRUE,TRUE,TRUE,single_accepted_id
derris utilis,1,1,1,1,1,Derris utilis,synonym,wfo-0001286043,Deguelia utilis,Fabaceae,Deguelia,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium adscendens,1,1,1,1,1,Desmodium adscendens,synonym,wfo-0001423669,Grona adscendens,Fabaceae,Grona,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium gangeticum,1,1,1,1,1,Desmodium gangeticum,synonym,wfo-0000170608,Pleurolobus gangeticus,Fabaceae,Pleurolobus,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium incanum,1,1,1,1,1,Desmodium incanum,accepted,wfo-0000184175,Desmodium incanum,Fabaceae,Desmodium,species,TRUE,TRUE,TRUE,single_accepted_id
desmodium oojeinense,1,1,1,1,1,Desmodium oojeinense,synonym,wfo-0000186403,Ougeinia oojeinensis,Fabaceae,Ougeinia,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium sandwicense,1,1,1,1,1,Desmodium sandwicense,synonym,wfo-0000177526,Desmodium uncinatum,Fabaceae,Desmodium,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium styracifolium,1,1,1,1,1,Desmodium styracifolium,synonym,wfo-0001423688,Grona styracifolia,Fabaceae,Grona,species,TRUE,TRUE,FALSE,single_accepted_id
desmodium uncinatum,1,1,1,1,1,Desmodium uncinatum,accepted,wfo-0000177526,Desmodium uncinatum,Fabaceae,Desmodium,species,TRUE,TRUE,TRUE,single_accepted_id
desmodium velutinum,1,1,1,1,1,Desmodium velutinum,synonym,wfo-0001444087,Polhillides velutina,Fabaceae,Polhillides,species,TRUE,TRUE,FALSE,single_accepted_id
desmos chinensis,1,1,1,1,1,Desmos chinensis,accepted,wfo-0000642348,Desmos chinensis,Annonaceae,Desmos,species,TRUE,TRUE,TRUE,single_accepted_id
desmos cochinchinensis,1,1,1,1,1,Desmos cochinchinensis,accepted,wfo-0000642354,Desmos cochinchinensis,Annonaceae,Desmos,species,TRUE,TRUE,TRUE,single_accepted_id
desmos dumosus,1,1,1,1,1,Desmos dumosus,accepted,wfo-0000642365,Desmos dumosus,Annonaceae,Desmos,species,TRUE,TRUE,TRUE,single_accepted_id
desmos dunalii,1,1,1,1,1,Desmos dunalii,accepted,wfo-0000642366,Desmos dunalii,Annonaceae,Desmos,species,TRUE,TRUE,TRUE,single_accepted_id
detarium microcarpum,1,1,1,1,1,Detarium microcarpum,accepted,wfo-0000166421,Detarium microcarpum,Fabaceae,Detarium,species,TRUE,TRUE,TRUE,single_accepted_id
dianella nigra,1,1,1,1,1,Dianella nigra,accepted,wfo-0000765232,Dianella nigra,Asphodelaceae,Dianella,species,TRUE,TRUE,TRUE,single_accepted_id
dianella revoluta,1,1,1,1,1,Dianella revoluta,accepted,wfo-0000765248,Dianella revoluta,Asphodelaceae,Dianella,species,TRUE,TRUE,TRUE,single_accepted_id
dianella tasmanica,1,1,1,1,1,Dianella tasmanica,accepted,wfo-0000765262,Dianella tasmanica,Asphodelaceae,Dianella,species,TRUE,TRUE,TRUE,single_accepted_id
dianthus caryophyllus,2,2,1,1,1,Dianthus caryophyllus | Dianthus caryophyllus unranked minor,accepted | unchecked,wfo-0000643278,Dianthus caryophyllus,Caryophyllaceae,Dianthus,species,TRUE,TRUE,TRUE,single_accepted_id
dianthus superbus,1,1,1,1,1,Dianthus superbus,accepted,wfo-0000644338,Dianthus superbus,Caryophyllaceae,Dianthus,species,TRUE,TRUE,TRUE,single_accepted_id
dicranoloma robustum,1,1,1,1,1,Dicranoloma robustum,accepted,wfo-0001158970,Dicranoloma robustum,Dicranaceae,Dicranoloma,species,TRUE,TRUE,TRUE,single_accepted_id
dicranopteris pedata,1,1,1,1,1,Dicranopteris pedata,accepted,wfo-0001114654,Dicranopteris pedata,Gleicheniaceae,Dicranopteris,species,TRUE,TRUE,TRUE,single_accepted_id
didymocarpus albicalyx,1,1,1,1,1,Didymocarpus albicalyx,accepted,wfo-0001041801,Didymocarpus albicalyx,Gesneriaceae,Didymocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
dillenia pentagyna,1,1,1,1,1,Dillenia pentagyna,accepted,wfo-0000647615,Dillenia pentagyna,Dilleniaceae,Dillenia,species,TRUE,TRUE,TRUE,single_accepted_id
dimocarpus longan,1,1,1,1,1,Dimocarpus longan,accepted,wfo-0000647787,Dimocarpus longan,Sapindaceae,Dimocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
dimorphandra mollis,1,1,1,1,1,Dimorphandra mollis,accepted,wfo-0000170526,Dimorphandra mollis,Fabaceae,Dimorphandra,species,TRUE,TRUE,TRUE,single_accepted_id
dioclea grandiflora,1,1,1,1,1,Dioclea grandiflora,synonym,wfo-0001443939,Macropsychanthus grandiflorus,Fabaceae,Macropsychanthus,species,TRUE,TRUE,FALSE,single_accepted_id
dioclea guianensis,1,1,1,1,1,Dioclea guianensis,accepted,wfo-0000170537,Dioclea guianensis,Fabaceae,Dioclea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea alata,1,1,1,1,1,Dioscorea alata,accepted,wfo-0000388864,Dioscorea alata,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea antaly,1,1,1,1,1,Dioscorea antaly,accepted,wfo-0000389050,Dioscorea antaly,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea bulbifera,1,1,1,1,1,Dioscorea bulbifera,accepted,wfo-0000389411,Dioscorea bulbifera,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea cirrhosa,1,1,1,1,1,Dioscorea cirrhosa,accepted,wfo-0000389893,Dioscorea cirrhosa,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea nipponica,1,1,1,1,1,Dioscorea nipponica,accepted,wfo-0000392863,Dioscorea nipponica,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
dioscorea oppositifolia,1,1,1,1,1,Dioscorea oppositifolia,accepted,wfo-0000393046,Dioscorea oppositifolia,Dioscoreaceae,Dioscorea,species,TRUE,TRUE,TRUE,single_accepted_id
diospyros kaki,1,1,1,1,1,Diospyros kaki,accepted,wfo-0000649136,Diospyros kaki,Ebenaceae,Diospyros,species,TRUE,TRUE,TRUE,single_accepted_id
diphysa americana,1,1,1,1,1,Diphysa americana,accepted,wfo-0000210419,Diphysa americana,Fabaceae,Diphysa,species,TRUE,TRUE,TRUE,single_accepted_id
diplacrum pygmaeum,1,1,1,1,1,Diplacrum pygmaeum,accepted,wfo-0000396917,Diplacrum pygmaeum,Cyperaceae,Diplacrum,species,FALSE,FALSE,TRUE,single_accepted_id
