original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Cassia javanica,cassia javanica,cassia javanica,Cassia javanica,wfo-0000164126,wfo-0000164126,Fabaceae,Cassia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,422
Dahlia tenuicaulis,dahlia tenuicaulis,dahlia tenuicaulis,Dahlia tenuicaulis,wfo-0000018447,wfo-0000018447,Asteraceae,Dahlia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,423
Lycium bridgesii,lycium bridgesii,lycium bridgesii,Lycium bridgesii,wfo-0001022702,wfo-0001022702,Solanaceae,Lycium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,424
Adenothamnus validus,adenothamnus validus,adenothamnus validus,Adenothamnus validus,wfo-0000041337,wfo-0000041337,Asteraceae,Adenothamnus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,425
Baccharis scandens,baccharis scandens,baccharis scandens,Baccharis scandens,wfo-0000040761,wfo-0000040761,Asteraceae,Baccharis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,426
Sarcandra glabra,sarcandra glabra,sarcandra glabra,Sarcandra glabra,wfo-0000438024,wfo-0000438024,Chloranthaceae,Sarcandra,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,427
Perityle vaseyi,perityle vaseyi,perityle vaseyi,Perityle vaseyi,wfo-0000073677,wfo-0000073677,Asteraceae,Perityle,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,428
Pinus armandii,pinus armandii,pinus armandii,Pinus armandii,wfo-0000482309,wfo-0000482309,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,429
Salvia texana,salvia texana,salvia texana,Salvia texana,wfo-0000302454,wfo-0000302454,Lamiaceae,Salvia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,430
Renealmia nicolaioides,renealmia nicolaioides,renealmia nicolaioides,Renealmia nicolaioides,wfo-0000510879,wfo-0000510879,Zingiberaceae,Renealmia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,431
Carpesium longifolium,carpesium longifolium,carpesium longifolium,Carpesium longifolium,wfo-0000043249,wfo-0000043249,Asteraceae,Carpesium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,432
Carpesium lipskyi,carpesium lipskyi,carpesium lipskyi,Carpesium lipskyi,wfo-0000039860,wfo-0000039860,Asteraceae,Carpesium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,433
Miliusa sinensis,miliusa sinensis,miliusa sinensis,Miliusa balansae,wfo-0001032905,wfo-0001032905,Annonaceae,Miliusa,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,434
Pityrogramma calomela,pityrogramma calomela,pityrogramma calomela,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,435
Pityrogramma calomelanos,pityrogramma calomelanos,pityrogramma calomelanos,Pityrogramma calomelanos,wfo-0001107385,wfo-0001107385,Pteridaceae,Pityrogramma,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,436
Chiococca alba,chiococca alba,chiococca alba,Chiococca alba,wfo-0000844784,wfo-0000844784,Rubiaceae,Chiococca,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,437
Matteuccia orientalis,matteuccia orientalis,matteuccia orientalis,Pentarhizidium orientale,wfo-0001232479,wfo-0001232479,Onocleaceae,Pentarhizidium,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,438
Pterodon emarginatus,pterodon emarginatus,pterodon emarginatus,Pterodon emarginatus,wfo-0000186722,wfo-0000186722,Fabaceae,Pterodon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,439
Stemona collinsae,stemona collinsae,stemona collinsae,Stemona collinsae,wfo-0000740184,wfo-0000740184,Stemonaceae,Stemona,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,440
Stemona curtisii,stemona curtisii,stemona curtisii,Stemona curtisii,wfo-0000770114,wfo-0000770114,Stemonaceae,Stemona,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,441
Echinocereus coccineus,echinocereus coccineus,echinocereus coccineus,Echinocereus coccineus,wfo-0000661214,wfo-0000661214,Cactaceae,Echinocereus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,442
Echinocereus triglochidiatus,echinocereus triglochidiatus,echinocereus triglochidiatus,Echinocereus triglochidiatus,wfo-0000661560,wfo-0000661560,Cactaceae,Echinocereus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,443
Ateleia herbert-smithii,ateleia herbert-smithii,ateleia herbert-smithii,Ateleia herbert-smithii,wfo-0000170196,wfo-0000170196,Fabaceae,Ateleia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,444
Madhuca longifolia,madhuca longifolia,madhuca longifolia,Madhuca longifolia,wfo-0000232785,wfo-0000232785,Sapotaceae,Madhuca,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,445
Glycine max,glycine max,glycine max,Glycine max,wfo-0000181462,wfo-0000181462,Fabaceae,Glycine,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,446
Byrsonima crassifolia,byrsonima crassifolia,byrsonima crassifolia,Byrsonima crassifolia,wfo-0000576794,wfo-0000576794,Malpighiaceae,Byrsonima,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,447
Crinum bulbispermum,crinum bulbispermum,crinum bulbispermum,Crinum bulbispermum,wfo-0000764436,wfo-0000764436,Amaryllidaceae,Crinum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,448
Maackia amurensis,maackia amurensis,maackia amurensis,Maackia amurensis,wfo-0000186143,wfo-0000186143,Fabaceae,Maackia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,449
Oreopteris quelpaertensis,oreopteris quelpaertensis,oreopteris quelpaertensis,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,450
Thelypteris quelpaertensis,thelypteris quelpaertensis,thelypteris quelpaertensis,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,451
Nierembergia linariifolia,nierembergia linariifolia,nierembergia linariifolia,Nierembergia linariifolia,wfo-0001024101,wfo-0001024101,Solanaceae,Nierembergia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,452
Nierembergia hippomanica,nierembergia hippomanica,nierembergia hippomanica,Nierembergia linariifolia,wfo-0001024101,wfo-0001024101,Solanaceae,Nierembergia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,453
Tephrosia maxima,tephrosia maxima,tephrosia maxima,Tephrosia maxima,wfo-0000203220,wfo-0000203220,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,454
Millettia puguensis,millettia puguensis,millettia puguensis,Millettia puguensis,wfo-0000200593,wfo-0000200593,Fabaceae,Millettia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,455
Helianthus annuus,helianthus annuus,helianthus annuus,Helianthus annuus,wfo-0000088131,wfo-0000088131,Asteraceae,Helianthus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,456
Crotalaria assamica,crotalaria assamica,crotalaria assamica,Crotalaria sericea var. sericea,wfo-1200113051,wfo-1200113051,Fabaceae,Crotalaria,variety,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,457
Crinum amabile,crinum amabile,crinum amabile,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,458
Crinum asiaticum,crinum asiaticum,crinum asiaticum,Crinum asiaticum,wfo-0000764396,wfo-0000764396,Amaryllidaceae,Crinum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,459
Crinum augustum,crinum augustum,crinum augustum,Crinum × amabile,wfo-0001046857,wfo-0001046857,Amaryllidaceae,Crinum,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,460
Dianella revoluta,dianella revoluta,dianella revoluta,Dianella revoluta,wfo-0000765248,wfo-0000765248,Asphodelaceae,Dianella,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,461
Garcinia prainiana,garcinia prainiana,garcinia prainiana,Garcinia prainiana,wfo-0000694586,wfo-0000694586,Clusiaceae,Garcinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,462
Verbena litoralis,verbena litoralis,verbena litoralis,Verbena litoralis,wfo-0000332038,wfo-0000332038,Verbenaceae,Verbena,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,463
Clinopodium alpinum,clinopodium alpinum,clinopodium alpinum,Clinopodium alpinum,wfo-0000890580,wfo-0000890580,Lamiaceae,Clinopodium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,464
Acinos alpinus,acinos alpinus,acinos alpinus,Clinopodium alpinum,wfo-0000890580,wfo-0000890580,Lamiaceae,Clinopodium,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,465
Helichrysum monticola,helichrysum monticola,helichrysum monticola,Helichrysum monticola,wfo-0000035013,wfo-0000035013,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,466
Tephrosia watsoniana,tephrosia watsoniana,tephrosia watsoniana,Tephrosia watsoniana,wfo-0000186660,wfo-0000186660,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,467
Krameria erecta,krameria erecta,krameria erecta,Krameria erecta,wfo-0001069516,wfo-0001069516,Krameriaceae,Krameria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,468
Vachellia karroo,vachellia karroo,vachellia karroo,Vachellia karroo,wfo-0000510579,wfo-0000510579,Fabaceae,Vachellia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,469
Acacia karroo,acacia karroo,acacia karroo,Vachellia karroo,wfo-0000510579,wfo-0000510579,Fabaceae,Vachellia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,470
Soymida febrifuga,soymida febrifuga,soymida febrifuga,Soymida febrifuga,wfo-0001083425,wfo-0001083425,Meliaceae,Soymida,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,471
Broussonetia kazinoki,broussonetia kazinoki,broussonetia kazinoki,Broussonetia kazinoki,wfo-0000572564,wfo-0000572564,Moraceae,Broussonetia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,472
Habranthus brachyandrus,habranthus brachyandrus,habranthus brachyandrus,Habranthus brachyandrus,wfo-0000645851,wfo-0000645851,Amaryllidaceae,Habranthus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,473
Tephrosia pumila,tephrosia pumila,tephrosia pumila,Tephrosia pumila,wfo-0000203766,wfo-0000203766,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,474
Ficus nervosa,ficus nervosa,ficus nervosa,Ficus nervosa,wfo-0000689442,wfo-0000689442,Moraceae,Ficus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,475
Phaseolus vulgaris,phaseolus vulgaris,phaseolus vulgaris,Phaseolus vulgaris,wfo-0000183282,wfo-0000183282,Fabaceae,Phaseolus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,476
Apios americana,apios americana,apios americana,Apios americana,wfo-0000213520,wfo-0000213520,Fabaceae,Apios,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,477
Desmodium styracifolium,desmodium styracifolium,desmodium styracifolium,Grona styracifolia,wfo-0001423688,wfo-0001423688,Fabaceae,Grona,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,478
Erythrina sacleuxii,erythrina sacleuxii,erythrina sacleuxii,Erythrina sacleuxii,wfo-0000181098,wfo-0000181098,Fabaceae,Erythrina,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,479
Phaseolus coccineus,phaseolus coccineus,phaseolus coccineus,Phaseolus coccineus,wfo-0000183242,wfo-0000183242,Fabaceae,Phaseolus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,480
Flemingia paniculata,flemingia paniculata,flemingia paniculata,Flemingia paniculata,wfo-0000198109,wfo-0000198109,Fabaceae,Flemingia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,481
Crotalaria lachnophora,crotalaria lachnophora,crotalaria lachnophora,Crotalaria lachnophora,wfo-0000207514,wfo-0000207514,Fabaceae,Crotalaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,482
Lupinus luteus,lupinus luteus,lupinus luteus,Lupinus luteus,wfo-0000213494,wfo-0000213494,Fabaceae,Lupinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,483
Vigna angularis,vigna angularis,vigna angularis,Vigna angularis,wfo-0000187878,wfo-0000187878,Fabaceae,Vigna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,484
Lupinus arcticus,lupinus arcticus,lupinus arcticus,Lupinus arcticus,wfo-0000168060,wfo-0000168060,Fabaceae,Lupinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,485
Lupinus elegans,lupinus elegans,lupinus elegans,Lupinus elegans,wfo-0000183547,wfo-0000183547,Fabaceae,Lupinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,486
Lupinus nanus,lupinus nanus,lupinus nanus,Lupinus nanus,wfo-0000174742,wfo-0000174742,Fabaceae,Lupinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,487
Vigna radiata,vigna radiata,vigna radiata,Vigna radiata,wfo-0000183493,wfo-0000183493,Fabaceae,Vigna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,488
Vigna mungo,vigna mungo,vigna mungo,Vigna mungo,wfo-0000188854,wfo-0000188854,Fabaceae,Vigna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,489
Lupinus pubescens,lupinus pubescens,lupinus pubescens,Lupinus pubescens,wfo-0000213501,wfo-0000213501,Fabaceae,Lupinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,490
Laburnum anagyroides,laburnum anagyroides,laburnum anagyroides,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,491
Pinus morrisonicola,pinus morrisonicola,pinus morrisonicola,Pinus morrisonicola,wfo-0000481792,wfo-0000481792,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,492
Leucothoe keiskei,leucothoe keiskei,leucothoe keiskei,Leucothoe keiskei,wfo-0000364575,wfo-0000364575,Ericaceae,Leucothoe,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,493
Pseudotsuga sinensis,pseudotsuga sinensis,pseudotsuga sinensis,Pseudotsuga sinensis,wfo-0000478196,wfo-0000478196,Pinaceae,Pseudotsuga,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,494
Phyllanthus emblica,phyllanthus emblica,phyllanthus emblica,Phyllanthus emblica,wfo-0000270932,wfo-0000270932,Phyllanthaceae,Phyllanthus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,495
Dalbergia louvelii,dalbergia louvelii,dalbergia louvelii,Dalbergia louvelii,wfo-0000196181,wfo-0000196181,Fabaceae,Dalbergia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,496
Lindera neesiana,lindera neesiana,lindera neesiana,Lindera neesiana,wfo-0001070756,wfo-0001070756,Lauraceae,Lindera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,497
Derris elliptica,derris elliptica,derris elliptica,Derris elliptica,wfo-0000186905,wfo-0000186905,Fabaceae,Derris,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,498
Paraderris elliptica,paraderris elliptica,paraderris elliptica,Derris elliptica,wfo-0000186905,wfo-0000186905,Fabaceae,Derris,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,499
Lonchocarpus salvadorensis,lonchocarpus salvadorensis,lonchocarpus salvadorensis,Lonchocarpus salvadorensis,wfo-0000165958,wfo-0000165958,Fabaceae,Lonchocarpus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,500
Tephrosia fulvinervis,tephrosia fulvinervis,tephrosia fulvinervis,Tephrosia fulvinervis,wfo-0000202384,wfo-0000202384,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,501
Derris trifoliata,derris trifoliata,derris trifoliata,Derris trifoliata,wfo-0000198908,wfo-0000198908,Fabaceae,Derris,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,502
Tephrosia candida,tephrosia candida,tephrosia candida,Tephrosia candida,wfo-0000201856,wfo-0000201856,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,503
Tephrosia sinapou,tephrosia sinapou,tephrosia sinapou,Tephrosia sinapou,wfo-0000204324,wfo-0000204324,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,504
Iris tenuifolia,iris tenuifolia,iris tenuifolia,Iris tenuifolia,wfo-0000783952,wfo-0000783952,Iridaceae,Iris,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,505
Beta vulgaris,beta vulgaris,beta vulgaris,Beta vulgaris,wfo-0000564998,wfo-0000564998,Amaranthaceae,Beta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,506
Beta corolliflora,beta corolliflora,beta corolliflora,Beta corolliflora,wfo-0000564939,wfo-0000564939,Amaranthaceae,Beta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,507
Beta lomatogona,beta lomatogona,beta lomatogona,Beta lomatogona,wfo-0000564952,wfo-0000564952,Amaranthaceae,Beta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,508
Beta procumbens,beta procumbens,beta procumbens,Patellifolia procumbens,wfo-0000395224,wfo-0000395224,Amaranthaceae,Patellifolia,species,synonym,synonym,exact_synonym,exact_synonym_unique,2,1,1,WFO_offline_hierarchical,2026-06-24,509
Beta trigyna,beta trigyna,beta trigyna,Beta trigyna,wfo-0000564990,wfo-0000564990,Amaranthaceae,Beta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,510
Rhododendron luteum,rhododendron luteum,rhododendron luteum,Rhododendron luteum,wfo-0000399990,wfo-0000399990,Ericaceae,Rhododendron,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,511
